"cuenta","nombre_cuenta","nombre_entidad","valor"
"100000","ACTIVO","BANCIEN S.A.","1639420691042.09"
"100000","ACTIVO","ITAU COLOMBIA S.A.","27294183967798.2"
"100000","ACTIVO","COOPKENNEDY","1160768155172.3"
"100000","ACTIVO","PAGOS INTERNACIONALES","46052530049.05"
"100000","ACTIVO","BANCO AGRARIO DE COLOMBIA S.A.","28123776121577.37"
"100000","ACTIVO","BANCOLOMBIA S.A.","186787586731437.25"
"100000","ACTIVO","COLTEFINANCIERA S.A.","715498230556.51"
"100000","ACTIVO","CREDIFAMILIA COPAÑIA DE FINANC S.A.","499201534666.1"
"100000","ACTIVO","GIROS Y FINANZAS  S.A. C.F","903604635976.81"
"100000","ACTIVO","FINANCIERA JURISCOOP S.A.","1155859186030.11"
"100000","ACTIVO","BANCO W S.A.","2228047974868.61"
"100000","ACTIVO","BANCO SANTANDER","4015850045117.08"
"100000","ACTIVO","CONFIAR COOPERATIVA FINANCIERA","1220943969167"
"100000","ACTIVO","LA HIPOTECARIA COMPAÑÍA DE FIN S.A.","376957134946.75"
"100000","ACTIVO","BANCO SERFINANZA S.A.","2124227754789.42"
"100000","ACTIVO","BANCO GNB SUDAMERIS S.A.","31487424551418.23"
"100000","ACTIVO","COOP FINANC EMPRESAS PUBL COOFINEP","281412222007"
"100000","ACTIVO","BANCO DE OCCIDENTE S.A.","43009001032149.97"
"100000","ACTIVO","BANCO CAJA SOCIAL S.A.","16159639021403.3"
"100000","ACTIVO","BANCO FALABELLA S.A.","4335132459828"
"100000","ACTIVO","BANCO MUNDO MUJER S.A.","2170462321518.58"
"100000","ACTIVO","IRIS CF COMPAÑIA DE FINANCIAMIEN SA","429972966556.01"
"100000","ACTIVO","BANCO COOMEVA S.A.","4268531735702"
"100000","ACTIVO","COMPAÑIA DE FINANCIAMIENTO TUYA S.A","3247296010333.81"
"100000","ACTIVO","SCOTIABANK COLPATRIA S.A.","34383031662766.6"
"100000","ACTIVO","COTRAFA COOPERATIVA FINANCIERA","928824002949"
"100000","ACTIVO","GM FINANCIAL COLOMBIA S.A.","2047445379085"
"100000","ACTIVO","COOPERATIVA FINANCIERA DE ANTIOQUIA","554819882644.29"
"100000","ACTIVO","BANCO FINANDINA S.A.","2189234620345.18"
"100000","ACTIVO","RCI COLOMBIA S.A. COMPAÑIA DE FINAN","2272980034133.64"
"100000","ACTIVO","CITIBANK - COLOMBIA","10236302605484.57"
"100000","ACTIVO","BANCO POPULAR","27084930589568.1"
"100000","ACTIVO","EL BANCO COOPERATIVO COOPCENTRAL","1072461533211.85"
"100000","ACTIVO","CREZCAMOS COMPAÑIA DE FINANCIA S.A.","421046765865.06"
"100000","ACTIVO","BANCO DE BOGOTA S.A.","108490629633900.23"
"100000","ACTIVO","BANCO COMERCIAL AV VILLAS S.A.","15673202444125.89"
"100000","ACTIVO","BBVA COLOMBIA S.A.","70364271091776.66"
"100000","ACTIVO","BANCO DAVIVIENDA S.A.","107821533909254.5"
"100000","ACTIVO","BANCAMIA S.A.","1873096593426.39"
"100000","ACTIVO","BANCO PICHINCHA S.A.","2840807998748.35"
"100000","ACTIVO","MI BANCO S.A.","1174088368601.9"
"110000","EFECTIVO","BANCO MUNDO MUJER S.A.","238251643453.8"
"110000","EFECTIVO","COMPAÑIA DE FINANCIAMIENTO TUYA S.A","471970246063.57"
"110000","EFECTIVO","EL BANCO COOPERATIVO COOPCENTRAL","143209302725.98"
"110000","EFECTIVO","BANCIEN S.A.","251844957057.89"
"110000","EFECTIVO","BANCO COMERCIAL AV VILLAS S.A.","820017160592.27"
"110000","EFECTIVO","BANCO DAVIVIENDA S.A.","4905200406939.03"
"110000","EFECTIVO","CONFIAR COOPERATIVA FINANCIERA","195330112860"
"110000","EFECTIVO","BANCO POPULAR","1240890032930.01"
"110000","EFECTIVO","COLTEFINANCIERA S.A.","63544601449.29"
"110000","EFECTIVO","MI BANCO S.A.","123900974382.76"
"110000","EFECTIVO","BANCO SERFINANZA S.A.","305543470311.17"
"110000","EFECTIVO","BANCOLOMBIA S.A.","10136144727161.74"
"110000","EFECTIVO","BANCO GNB SUDAMERIS S.A.","2346586510503.38"
"110000","EFECTIVO","LA HIPOTECARIA COMPAÑÍA DE FIN S.A.","79025523945.58"
"110000","EFECTIVO","COOPERATIVA FINANCIERA DE ANTIOQUIA","117517961664.36"
"110000","EFECTIVO","BANCO AGRARIO DE COLOMBIA S.A.","1228464361556"
"110000","EFECTIVO","BANCO W S.A.","213256387068.31"
"110000","EFECTIVO","CREDIFAMILIA COPAÑIA DE FINANC S.A.","13489593190.49"
"110000","EFECTIVO","BANCO DE BOGOTA S.A.","11954280580256.21"
"110000","EFECTIVO","FINANCIERA JURISCOOP S.A.","180770533260.75"
"110000","EFECTIVO","CREZCAMOS COMPAÑIA DE FINANCIA S.A.","17309638037.71"
"110000","EFECTIVO","GM FINANCIAL COLOMBIA S.A.","57568707964"
"110000","EFECTIVO","BANCO COOMEVA S.A.","233096365388"
"110000","EFECTIVO","PAGOS INTERNACIONALES","32507004408.55"
"110000","EFECTIVO","BANCO DE OCCIDENTE S.A.","4277737572432.46"
"110000","EFECTIVO","BANCO FALABELLA S.A.","135499856693"
"110000","EFECTIVO","COOP FINANC EMPRESAS PUBL COOFINEP","35219140925"
"110000","EFECTIVO","BANCO SANTANDER","356685290678.01"
"110000","EFECTIVO","BANCO CAJA SOCIAL S.A.","1960056698202.92"
"110000","EFECTIVO","BANCO FINANDINA S.A.","156910069746.93"
"110000","EFECTIVO","CITIBANK - COLOMBIA","1277396988083.35"
"110000","EFECTIVO","SCOTIABANK COLPATRIA S.A.","1867540959643.88"
"110000","EFECTIVO","BANCO PICHINCHA S.A.","183802831668.31"
"110000","EFECTIVO","GIROS Y FINANZAS  S.A. C.F","218837972067.68"
"110000","EFECTIVO","COOPKENNEDY","237462434016.93"
"110000","EFECTIVO","RCI COLOMBIA S.A. COMPAÑIA DE FINAN","69559777752.94"
"110000","EFECTIVO","BANCAMIA S.A.","220710939246.28"
"110000","EFECTIVO","IRIS CF COMPAÑIA DE FINANCIAMIEN SA","63786701458.5"
"110000","EFECTIVO","COTRAFA COOPERATIVA FINANCIERA","166173501856"
"110000","EFECTIVO","ITAU COLOMBIA S.A.","1018527158227.22"
"110000","EFECTIVO","BBVA COLOMBIA S.A.","5360329866694.25"
"110500","CAJA","BANCO DE OCCIDENTE S.A.","566861300976.62"
"110500","CAJA","EL BANCO COOPERATIVO COOPCENTRAL","27898439377"
"110500","CAJA","BANCO COMERCIAL AV VILLAS S.A.","546944677145.06"
"110500","CAJA","BANCOLOMBIA S.A.","5781687801295.28"
"110500","CAJA","BANCO FALABELLA S.A.","57072919837"
"110500","CAJA","BANCO SERFINANZA S.A.","12611288333.01"
"110500","CAJA","GIROS Y FINANZAS  S.A. C.F","61496012673.94"
"110500","CAJA","IRIS CF COMPAÑIA DE FINANCIAMIEN SA","1900000"
"110500","CAJA","BANCO CAJA SOCIAL S.A.","612813544309.38"
"110500","CAJA","BANCO DAVIVIENDA S.A.","2161029635961.37"
"110500","CAJA","BANCIEN S.A.","1975949700"
"110500","CAJA","BANCAMIA S.A.","41323956499"
"110500","CAJA","MI BANCO S.A.","32992986330.63"
"110500","CAJA","FINANCIERA JURISCOOP S.A.","15260197258"
"110500","CAJA","RCI COLOMBIA S.A. COMPAÑIA DE FINAN","105000000"
"110500","CAJA","COOPERATIVA FINANCIERA DE ANTIOQUIA","6013039032"
"110500","CAJA","BANCO GNB SUDAMERIS S.A.","328758586301.49"
"110500","CAJA","SCOTIABANK COLPATRIA S.A.","495144615619.61"
"110500","CAJA","BANCO COOMEVA S.A.","56531499573"
"110500","CAJA","BANCO POPULAR","916208887587.22"
"110500","CAJA","CREDIFAMILIA COPAÑIA DE FINANC S.A.","1600000"
"110500","CAJA","BANCO PICHINCHA S.A.","34876284039.84"
"110500","CAJA","BANCO DE BOGOTA S.A.","1829697936756.6"
"110500","CAJA","LA HIPOTECARIA COMPAÑÍA DE FIN S.A.","2000000"
"110500","CAJA","BANCO AGRARIO DE COLOMBIA S.A.","1047812863355.62"
"110500","CAJA","BANCO W S.A.","26341845596"
"110500","CAJA","PAGOS INTERNACIONALES","277905400"
"110500","CAJA","ITAU COLOMBIA S.A.","196243379339.81"
"110500","CAJA","CONFIAR COOPERATIVA FINANCIERA","12997688305"
"110500","CAJA","COOPKENNEDY","2537196872.86"
"110500","CAJA","BBVA COLOMBIA S.A.","2486793373202.91"
"110500","CAJA","CITIBANK - COLOMBIA","96142039566.97"
"110500","CAJA","COMPAÑIA DE FINANCIAMIENTO TUYA S.A","1850000"
"110500","CAJA","BANCO SANTANDER","182238556.4"
"110500","CAJA","COTRAFA COOPERATIVA FINANCIERA","5430417104"
"110500","CAJA","BANCO MUNDO MUJER S.A.","23102109889.98"
"110500","CAJA","CREZCAMOS COMPAÑIA DE FINANCIA S.A.","5797202849.81"
"110500","CAJA","COOP FINANC EMPRESAS PUBL COOFINEP","1659510002"
"110500","CAJA","COLTEFINANCIERA S.A.","1172447978.16"
"110500","CAJA","GM FINANCIAL COLOMBIA S.A.","1000000"
"110500","CAJA","BANCO FINANDINA S.A.","423001497"
"110505","EFECTIVO","COOP FINANC EMPRESAS PUBL COOFINEP","1561047550"
"110505","EFECTIVO","BANCO SANTANDER","181238556.4"
"110505","EFECTIVO","BANCO W S.A.","26321207495"
"110505","EFECTIVO","BANCO GNB SUDAMERIS S.A.","328756317801.49"
"110505","EFECTIVO","COLTEFINANCIERA S.A.","1169323010.16"
"110505","EFECTIVO","SCOTIABANK COLPATRIA S.A.","495112957619.61"
"110505","EFECTIVO","BANCO PICHINCHA S.A.","34861766897.84"
"110505","EFECTIVO","COTRAFA COOPERATIVA FINANCIERA","4639121775"
"110505","EFECTIVO","BANCO DAVIVIENDA S.A.","2161029635961.37"
"110505","EFECTIVO","CREZCAMOS COMPAÑIA DE FINANCIA S.A.","5669120836.81"
"110505","EFECTIVO","BANCO FALABELLA S.A.","53614977269"
"110505","EFECTIVO","BANCOLOMBIA S.A.","5781680664781.28"
"110505","EFECTIVO","GIROS Y FINANZAS  S.A. C.F","61487112673.94"
"110505","EFECTIVO","BANCO CAJA SOCIAL S.A.","612788210849.38"
"110505","EFECTIVO","EL BANCO COOPERATIVO COOPCENTRAL","27891316985"
"110505","EFECTIVO","CONFIAR COOPERATIVA FINANCIERA","12687606652"
"110505","EFECTIVO","COOPKENNEDY","2109940900"
"110505","EFECTIVO","BANCO FINANDINA S.A.","287107200"
"110505","EFECTIVO","BBVA COLOMBIA S.A.","2486782090849.91"
"110505","EFECTIVO","ITAU COLOMBIA S.A.","196242279339.81"
"110505","EFECTIVO","BANCO COOMEVA S.A.","56515699573"
"110505","EFECTIVO","BANCIEN S.A.","1975449700"
"110505","EFECTIVO","PAGOS INTERNACIONALES","277905400"
"110505","EFECTIVO","BANCO DE OCCIDENTE S.A.","566828946108.62"
"110505","EFECTIVO","BANCO AGRARIO DE COLOMBIA S.A.","1047737051194.64"
"110505","EFECTIVO","COOPERATIVA FINANCIERA DE ANTIOQUIA","5603450569"
"110505","EFECTIVO","BANCO POPULAR","916205687587.22"
"110505","EFECTIVO","BANCO DE BOGOTA S.A.","1829658692908.74"
"110505","EFECTIVO","BANCO SERFINANZA S.A.","12604111400"
"110505","EFECTIVO","MI BANCO S.A.","32812219654.63"
"110505","EFECTIVO","BANCO COMERCIAL AV VILLAS S.A.","546904147145.06"
"110505","EFECTIVO","RCI COLOMBIA S.A. COMPAÑIA DE FINAN","105000000"
"110505","EFECTIVO","FINANCIERA JURISCOOP S.A.","14400740168"
"110505","EFECTIVO","BANCAMIA S.A.","41317036499"
"110505","EFECTIVO","BANCO MUNDO MUJER S.A.","22831533629"
"110505","EFECTIVO","CITIBANK - COLOMBIA","96142039566.97"
"110510","CHEQUES","BANCO W S.A.","17638101"
"110510","CHEQUES","COOPKENNEDY","410577572.86"
"110510","CHEQUES","COOP FINANC EMPRESAS PUBL COOFINEP","90362452"
"110510","CHEQUES","CONFIAR COOPERATIVA FINANCIERA","281547653"
"110510","CHEQUES","BANCO MUNDO MUJER S.A.","193676260.98"
"110510","CHEQUES","MI BANCO S.A.","156351676"
"110510","CHEQUES","BANCO FALABELLA S.A.","3424506699"
"110510","CHEQUES","BANCO FINANDINA S.A.","135894297"
"110510","CHEQUES","FINANCIERA JURISCOOP S.A.","820489588"
"110510","CHEQUES","COOPERATIVA FINANCIERA DE ANTIOQUIA","401384912"
"110510","CHEQUES","BANCOLOMBIA S.A.","0"
"110510","CHEQUES","COTRAFA COOPERATIVA FINANCIERA","758140329"
"110510","CHEQUES","CREZCAMOS COMPAÑIA DE FINANCIA S.A.","128082013"
"110520","CAJA MENOR","LA HIPOTECARIA COMPAÑÍA DE FIN S.A.","2000000"
"110520","CAJA MENOR","FINANCIERA JURISCOOP S.A.","38967502"
"110520","CAJA MENOR","BANCO DE BOGOTA S.A.","39243847.86"
"110520","CAJA MENOR","BBVA COLOMBIA S.A.","11282353"
"110520","CAJA MENOR","BANCO CAJA SOCIAL S.A.","25333460"
"110520","CAJA MENOR","BANCO POPULAR","3200000"
"110520","CAJA MENOR","BANCO MUNDO MUJER S.A.","76900000"
"110520","CAJA MENOR","BANCIEN S.A.","500000"
"110520","CAJA MENOR","BANCAMIA S.A.","6920000"
"110520","CAJA MENOR","BANCO COOMEVA S.A.","15800000"
"110520","CAJA MENOR","MI BANCO S.A.","24415000"
"110520","CAJA MENOR","GIROS Y FINANZAS  S.A. C.F","8900000"
"110520","CAJA MENOR","SCOTIABANK COLPATRIA S.A.","31658000"
"110520","CAJA MENOR","COLTEFINANCIERA S.A.","3124968"
"110520","CAJA MENOR","BANCO SERFINANZA S.A.","7176933.01"
"110520","CAJA MENOR","BANCO PICHINCHA S.A.","14517142"
"110520","CAJA MENOR","GM FINANCIAL COLOMBIA S.A.","1000000"
"110520","CAJA MENOR","BANCO DE OCCIDENTE S.A.","32354868"
"110520","CAJA MENOR","BANCO GNB SUDAMERIS S.A.","2268500"
"110520","CAJA MENOR","COOPERATIVA FINANCIERA DE ANTIOQUIA","8203551"
"110520","CAJA MENOR","BANCO FALABELLA S.A.","33435869"
"110520","CAJA MENOR","COOPKENNEDY","16678400"
"110520","CAJA MENOR","ITAU COLOMBIA S.A.","1100000"
"110520","CAJA MENOR","BANCO AGRARIO DE COLOMBIA S.A.","75812160.98"
"110520","CAJA MENOR","BANCOLOMBIA S.A.","7136514"
"110520","CAJA MENOR","CREDIFAMILIA COPAÑIA DE FINANC S.A.","1600000"
"110520","CAJA MENOR","COTRAFA COOPERATIVA FINANCIERA","33155000"
"110520","CAJA MENOR","BANCO COMERCIAL AV VILLAS S.A.","40530000"
"110520","CAJA MENOR","BANCO SANTANDER","1000000"
"110520","CAJA MENOR","EL BANCO COOPERATIVO COOPCENTRAL","7122392"
"110520","CAJA MENOR","BANCO W S.A.","3000000"
"110520","CAJA MENOR","CONFIAR COOPERATIVA FINANCIERA","28534000"
"110520","CAJA MENOR","COOP FINANC EMPRESAS PUBL COOFINEP","8100000"
"110520","CAJA MENOR","IRIS CF COMPAÑIA DE FINANCIAMIEN SA","1900000"
"110520","CAJA MENOR","COMPAÑIA DE FINANCIAMIENTO TUYA S.A","1850000"
"111000","BANCO DE LA REPUBLICA-","CREZCAMOS COMPAÑIA DE FINANCIA S.A.","692234089.67"
"111000","BANCO DE LA REPUBLICA-","FINANCIERA JURISCOOP S.A.","59769039784.54"
"111000","BANCO DE LA REPUBLICA-","BANCO SERFINANZA S.A.","32813501040.52"
"111000","BANCO DE LA REPUBLICA-","BANCO DAVIVIENDA S.A.","1259814342839.05"
"111000","BANCO DE LA REPUBLICA-","BANCOLOMBIA S.A.","2024998739358"
"111000","BANCO DE LA REPUBLICA-","PAGOS INTERNACIONALES","17815366727.14"
"111000","BANCO DE LA REPUBLICA-","LA HIPOTECARIA COMPAÑÍA DE FIN S.A.","20923372409.85"
"111000","BANCO DE LA REPUBLICA-","BANCO GNB SUDAMERIS S.A.","1508822625673.15"
"111000","BANCO DE LA REPUBLICA-","IRIS CF COMPAÑIA DE FINANCIAMIEN SA","7164859934.39"
"111000","BANCO DE LA REPUBLICA-","BANCO DE BOGOTA S.A.","1996398067983.59"
"111000","BANCO DE LA REPUBLICA-","BANCO CAJA SOCIAL S.A.","1323919126852.04"
"111000","BANCO DE LA REPUBLICA-","CONFIAR COOPERATIVA FINANCIERA","131456278357"
"111000","BANCO DE LA REPUBLICA-","BANCO AGRARIO DE COLOMBIA S.A.","154756459839.81"
"111000","BANCO DE LA REPUBLICA-","CITIBANK - COLOMBIA","859261083751.21"
"111000","BANCO DE LA REPUBLICA-","EL BANCO COOPERATIVO COOPCENTRAL","24179294806.79"
"111000","BANCO DE LA REPUBLICA-","BANCO PICHINCHA S.A.","45143079449.23"
"111000","BANCO DE LA REPUBLICA-","BBVA COLOMBIA S.A.","445020966084.2"
"111000","BANCO DE LA REPUBLICA-","MI BANCO S.A.","3078843421.99"
"111000","BANCO DE LA REPUBLICA-","COLTEFINANCIERA S.A.","27343053917.75"
"111000","BANCO DE LA REPUBLICA-","COTRAFA COOPERATIVA FINANCIERA","27458726215"
"111000","BANCO DE LA REPUBLICA-","BANCO COOMEVA S.A.","86312869667"
"111000","BANCO DE LA REPUBLICA-","BANCIEN S.A.","56887170096.69"
"111000","BANCO DE LA REPUBLICA-","CREDIFAMILIA COPAÑIA DE FINANC S.A.","1365676776.77"
"111000","BANCO DE LA REPUBLICA-","BANCO COMERCIAL AV VILLAS S.A.","262064411920.89"
"111000","BANCO DE LA REPUBLICA-","COOP FINANC EMPRESAS PUBL COOFINEP","6975858631"
"111000","BANCO DE LA REPUBLICA-","BANCO W S.A.","19165150163.18"
"111000","BANCO DE LA REPUBLICA-","BANCO FALABELLA S.A.","67061929089"
"111000","BANCO DE LA REPUBLICA-","COOPERATIVA FINANCIERA DE ANTIOQUIA","15875819034.73"
"111000","BANCO DE LA REPUBLICA-","BANCO DE OCCIDENTE S.A.","1862247876042.22"
"111000","BANCO DE LA REPUBLICA-","GIROS Y FINANZAS  S.A. C.F","104741168480.67"
"111000","BANCO DE LA REPUBLICA-","BANCAMIA S.A.","21838837043.48"
"111000","BANCO DE LA REPUBLICA-","BANCO MUNDO MUJER S.A.","2898754683.68"
"111000","BANCO DE LA REPUBLICA-","ITAU COLOMBIA S.A.","574346257859.13"
"111000","BANCO DE LA REPUBLICA-","BANCO SANTANDER","246627475213.24"
"111000","BANCO DE LA REPUBLICA-","BANCO POPULAR","168239327044.5"
"111000","BANCO DE LA REPUBLICA-","SCOTIABANK COLPATRIA S.A.","1129137005482.5"
"111000","BANCO DE LA REPUBLICA-","GM FINANCIAL COLOMBIA S.A.","21670966649"
"111000","BANCO DE LA REPUBLICA-","COOPKENNEDY","27050829280.3"
"111000","BANCO DE LA REPUBLICA-","BANCO FINANDINA S.A.","32071940730.19"
"111000","BANCO DE LA REPUBLICA-","COMPAÑIA DE FINANCIAMIENTO TUYA S.A","71806533324.01"
"111005","CUENTA CORRIENTE BANCARIA","GIROS Y FINANZAS  S.A. C.F","138236076.52"
"111005","CUENTA CORRIENTE BANCARIA","GM FINANCIAL COLOMBIA S.A.","21670966649"
"111005","CUENTA CORRIENTE BANCARIA","PAGOS INTERNACIONALES","17815366727.14"
"111005","CUENTA CORRIENTE BANCARIA","BANCO COMERCIAL AV VILLAS S.A.","262064411920.89"
"111005","CUENTA CORRIENTE BANCARIA","BANCO DAVIVIENDA S.A.","1259814342839.05"
"111005","CUENTA CORRIENTE BANCARIA","BANCO CAJA SOCIAL S.A.","143741316852.04"
"111005","CUENTA CORRIENTE BANCARIA","BANCO DE OCCIDENTE S.A.","1662247876042.22"
"111005","CUENTA CORRIENTE BANCARIA","MI BANCO S.A.","3078843421.99"
"111005","CUENTA CORRIENTE BANCARIA","BANCO W S.A.","19165150163.18"
"111005","CUENTA CORRIENTE BANCARIA","BANCAMIA S.A.","21838837043.48"
"111005","CUENTA CORRIENTE BANCARIA","BANCO COOMEVA S.A.","86312869667"
"111005","CUENTA CORRIENTE BANCARIA","ITAU COLOMBIA S.A.","574346257859.13"
"111005","CUENTA CORRIENTE BANCARIA","COLTEFINANCIERA S.A.","27343053917.75"
"111005","CUENTA CORRIENTE BANCARIA","COOPKENNEDY","27050829280.3"
"111005","CUENTA CORRIENTE BANCARIA","LA HIPOTECARIA COMPAÑÍA DE FIN S.A.","20923372409.85"
"111005","CUENTA CORRIENTE BANCARIA","BANCOLOMBIA S.A.","1624943139358"
"111005","CUENTA CORRIENTE BANCARIA","BANCIEN S.A.","56887170096.69"
"111005","CUENTA CORRIENTE BANCARIA","BANCO SANTANDER","246627475213.24"
"111005","CUENTA CORRIENTE BANCARIA","CREDIFAMILIA COPAÑIA DE FINANC S.A.","1365676776.77"
"111005","CUENTA CORRIENTE BANCARIA","COTRAFA COOPERATIVA FINANCIERA","27458726215"
"111005","CUENTA CORRIENTE BANCARIA","CONFIAR COOPERATIVA FINANCIERA","131456278357"
"111005","CUENTA CORRIENTE BANCARIA","COMPAÑIA DE FINANCIAMIENTO TUYA S.A","71806533324.01"
"111005","CUENTA CORRIENTE BANCARIA","BANCO AGRARIO DE COLOMBIA S.A.","154756459839.81"
"111005","CUENTA CORRIENTE BANCARIA","BANCO PICHINCHA S.A.","45143079449.23"
"111005","CUENTA CORRIENTE BANCARIA","IRIS CF COMPAÑIA DE FINANCIAMIEN SA","7164859934.39"
"111005","CUENTA CORRIENTE BANCARIA","CREZCAMOS COMPAÑIA DE FINANCIA S.A.","692234089.67"
"111005","CUENTA CORRIENTE BANCARIA","BANCO POPULAR","168239327044.5"
"111005","CUENTA CORRIENTE BANCARIA","COOP FINANC EMPRESAS PUBL COOFINEP","6975858631"
"111005","CUENTA CORRIENTE BANCARIA","BANCO FALABELLA S.A.","67061929089"
"111005","CUENTA CORRIENTE BANCARIA","BANCO GNB SUDAMERIS S.A.","1508822625673.15"
"111005","CUENTA CORRIENTE BANCARIA","CITIBANK - COLOMBIA","859261083751.21"
"111005","CUENTA CORRIENTE BANCARIA","BANCO MUNDO MUJER S.A.","2898754683.68"
"111005","CUENTA CORRIENTE BANCARIA","BANCO SERFINANZA S.A.","32813501040.52"
"111005","CUENTA CORRIENTE BANCARIA","EL BANCO COOPERATIVO COOPCENTRAL","24179294806.79"
"111005","CUENTA CORRIENTE BANCARIA","BANCO DE BOGOTA S.A.","1996398067983.59"
"111005","CUENTA CORRIENTE BANCARIA","BANCO FINANDINA S.A.","32071940730.19"
"111005","CUENTA CORRIENTE BANCARIA","SCOTIABANK COLPATRIA S.A.","1129137005482.5"
"111005","CUENTA CORRIENTE BANCARIA","BBVA COLOMBIA S.A.","445020966084.2"
"111005","CUENTA CORRIENTE BANCARIA","COOPERATIVA FINANCIERA DE ANTIOQUIA","15875819034.73"
"111005","CUENTA CORRIENTE BANCARIA","FINANCIERA JURISCOOP S.A.","24769039784.54"
"111010","CERTIFICADOS DE CAMBIO PROPIOS","BANCOLOMBIA S.A.","0"
"111015","CERTIFICADOS DE CAMBIO EN ADMINISTRACION","BANCOLOMBIA S.A.","0"
"111020","DEPOSITOS DE CONTRACCION MONETARIA","BANCO SANTANDER","0"
"111020","DEPOSITOS DE CONTRACCION MONETARIA","BANCO CAJA SOCIAL S.A.","1180177810000"
"111020","DEPOSITOS DE CONTRACCION MONETARIA","FINANCIERA JURISCOOP S.A.","35000000000"
"111020","DEPOSITOS DE CONTRACCION MONETARIA","GIROS Y FINANZAS  S.A. C.F","104602932404.15"
"111020","DEPOSITOS DE CONTRACCION MONETARIA","BANCOLOMBIA S.A.","400055600000"
"111020","DEPOSITOS DE CONTRACCION MONETARIA","BANCO DE OCCIDENTE S.A.","200000000000"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","COLTEFINANCIERA S.A.","35029099553.38"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO FINANDINA S.A.","124393563356.73"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO AGRARIO DE COLOMBIA S.A.","19169204007.39"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO DE BOGOTA S.A.","8128169211296.02"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO COOMEVA S.A.","83758471709"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","MI BANCO S.A.","87829144630.14"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","IRIS CF COMPAÑIA DE FINANCIAMIEN SA","56619941524.11"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO FALABELLA S.A.","11365007767"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","GIROS Y FINANZAS  S.A. C.F","52600790913.07"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCOLOMBIA S.A.","2329036374302.74"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","SCOTIABANK COLPATRIA S.A.","242568057860.79"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO SANTANDER","109875576908.37"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","COOPKENNEDY","207874407863.77"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","LA HIPOTECARIA COMPAÑÍA DE FIN S.A.","58100151535.73"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO GNB SUDAMERIS S.A.","508926039182.74"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO POPULAR","156203620525.29"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO MUNDO MUJER S.A.","212250778880.14"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO DE OCCIDENTE S.A.","1846358109413.12"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","GM FINANCIAL COLOMBIA S.A.","35896741315"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCAMIA S.A.","157548145703.8"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","COOPERATIVA FINANCIERA DE ANTIOQUIA","95629103597.63"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO PICHINCHA S.A.","103783468179.24"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCIEN S.A.","192617054798.2"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","COOP FINANC EMPRESAS PUBL COOFINEP","26583772292"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","COMPAÑIA DE FINANCIAMIENTO TUYA S.A","400161862739.56"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","FINANCIERA JURISCOOP S.A.","105741296218.21"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","BANCO SERFINANZA S.A.","260070532522.64"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","CITIBANK - COLOMBIA","321233864765.17"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","RCI COLOMBIA S.A. COMPAÑIA DE FINAN","69454777752.94"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","COTRAFA COOPERATIVA FINANCIERA","133284358537"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","ITAU COLOMBIA S.A.","244977057956.96"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","CONFIAR COOPERATIVA FINANCIERA","50876146198"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","CREZCAMOS COMPAÑIA DE FINANCIA S.A.","10820201098.23"
"111500","BANCOS Y OTRAS ENTIDADES FINANCIERAS","EL BANCO COOPERATIVO COOPCENTRAL","91131568542.19"
